day,temperature
0,-1.748674561795685
1,-2.4078002867843247
2,-2.0543133400477074
3,-1.0947711667399664
4,-0.9900456499869829
5,-1.3016071498751514
6,-0.6886817136168807
7,-0.9609009154998058
8,-2.138775308275792
9,-1.1840947515400093
10,-0.9651279667016648
11,-0.9872872702406535
12,0.1139293922051221
13,-1.1571512419905259
14,-0.919970318791941
15,-0.7699544759993862
16,-2.7614398453286944
17,-0.6889792077103778
18,-1.4723074942965473
19,0.1840202082721022
20,-0.6932567488363982
21,-0.8801976356494062
22,-1.9176588316854166
23,-0.30729700597456155
24,-1.963250422380741
25,-0.739859693328797
26,-1.894731014466561
27,-1.3184319732947902
28,-0.48527632999422
29,-1.3013578045793597
30,-0.8372492679902551
31,-0.5571513893416619
32,-0.5705488051903648
33,-0.5876358607512234
34,-0.551302041768742
35,-0.7361330041477239
36,-0.3082142712321573
37,0.10196752719640519
38,0.16659845719018726
39,-1.0756824600280568
40,-1.585144638470141
41,-0.29902457764373774
42,0.2548968769567781
43,0.322815526233575
44,-0.6423288565927617
45,0.06943632773042499
46,0.4250802913350382
47,-1.2321703491653906
48,-0.8399024337893158
49,0.22998434555974143
50,0.7563752737381625
51,0.5442454890968172
52,1.1137759339384568
53,0.5154013355629559
54,-1.589700828496287
55,-0.2030131733287122
56,-0.6308563484996823
57,-0.39259311888424153
58,-1.5552534986787943
59,-0.7178072722909928
60,0.8066279511398776
61,0.2320991236419492
62,-0.17869221582053949
63,-1.5367141840106069
64,-0.11950254125679115
65,0.6431316158296155
66,0.17582962741991282
67,0.9681633921725531
68,0.017035880842551785
69,-0.49530033217164915
70,-0.10742054664750741
71,-0.6010611150746525
72,-1.0787667616060572
73,-0.6934369608285799
74,0.16324946920335048
75,-0.6121347805461794
76,-0.8127244081807131
77,1.4023916426640346
78,-0.19660935136207502
79,0.3113909291023555
80,0.08598356075586688
81,0.7117261129761655
82,-0.3570425281697567
83,-0.30814733453186693
84,0.3227797123580943
85,-0.40351308649943074
86,-0.36285919044277054
87,0.6450756117590847
88,-0.12553510689827013
89,-0.3483428125645965
90,0.16210613552955574
91,1.7221070412755561
92,0.13478969733538215
93,0.47595269952705443
94,-0.06802700633836743
95,0.9873903649975266
96,1.0033556676417419
97,1.32468855147208
98,1.6102579761904967
99,-0.332044894056181
100,-0.11423205900939651
101,0.1557787167694299
102,1.0042669340092794
103,0.19194458188030658
104,0.1931314480985577
105,0.9371061916545272
106,0.19783712322674057
107,1.0235569185938964
108,0.7912497131273932
109,-0.3915970559232707
110,-0.9376817962341091
111,0.2396793691317571
112,0.5770061881931366
113,0.9293755025203387
114,0.810705804853995
115,0.08980946739346148
116,-0.1642685151698472
117,0.8421659725000764
118,0.4211733918126767
119,1.2923683366068992
120,2.049402334809005
121,1.1575631248235503
122,1.1652177178321126
123,1.0727214833571164
124,0.3377018281922203
125,1.3273103162959343
126,1.6257668613006515
127,1.623960868777228
128,0.8355512757201446
129,0.41903488943961525
130,1.3900344262199333
131,1.4300404903323845
132,0.6897359972841356
133,-0.2767494943206973
134,1.1528467374071716
135,2.522770548216995
136,0.22734220130166982
137,0.737179629604122
138,1.1238582915883835
139,1.413800823473074
140,0.7600751659603033
141,1.1593731234449387
142,0.3395560117431771
143,1.4106690698424613
144,0.6953002036583287
145,1.8358801405011262
146,1.3680238670156732
147,0.45733911836962393
148,1.1142863271663148
149,1.4831581164660246
